name,age,overall,potential,diff,hh
Luca Meisl,22,64,71,7,young
Birkan Kirdar,19,56,69,13,young
Matti Kamenz,22,60,66,6,young
Zhen'ao Wang,21,47,57,10,young
Bojan Radulović,21,61,68,7,young
Joe Gauci,20,62,68,6,young
Antoine Bernier,23,66,71,5,young
Elias Löder,21,59,70,11,young
Sam Durrant,19,54,68,14,young
Romario Rösch,22,60,68,8,young
Enes Küc,24,62,67,5,young
Andre Burley,21,56,67,11,young
Alexander Rossipal,25,65,68,3,young
Valentin Costache,22,67,73,6,young
Samuel Mráz,23,62,67,5,young
Arial Mendy,26,68,69,1,young
Wiktor Biedrzycki,23,63,67,4,young
Neill Byrne,28,61,62,1,young
Herman Stengel,25,67,70,3,young
Joe Cracknell,26,57,60,3,young
Jacopo Furlan,28,60,62,2,young
Wilfried Zahibo,27,64,65,1,young
Maksym Koval,28,63,65,2,young
James Bolton,26,64,65,1,young
Ahmed Hamdi,23,66,71,5,young
Diber Cambindo,25,63,65,2,young
Ji Hoon Lee,19,56,74,18,young
Oliver Zandén,19,60,72,12,young
Patricio Ostachuk,21,63,71,8,young
Franco Baldassarra,22,65,74,9,young
Pedro Vite,19,64,77,13,young
Edson Castillo,27,67,68,1,young
José Hurtado,19,65,79,14,young
Aodh Dervin,21,58,64,6,young
Adam Montgomery,18,62,74,12,young
Tom Rapnouil,20,58,69,11,young
Gabriel Norambuena,18,63,76,13,young
Yair Arismendi,23,64,68,4,young
Abdullah Al Radeef,18,52,70,18,young
Sergio Barboza,20,59,74,15,young
Pablo Minissale,20,64,72,8,young
Jonas Michelbrink,20,59,74,15,young
Daniel Rivillo,24,64,69,5,young
Daniil Fomin,24,75,78,3,young
Dean Byrne,25,57,58,1,young
Edward Campbell Sutherland,21,63,72,9,young
Yohan Cassubie,20,64,71,7,young
Cody Mizell,29,56,57,1,young
Matthew O'Brien,18,49,60,11,young
Ben Lynch,19,51,56,5,young
Sebastian Breza,23,65,70,5,young
Mauro Estol,26,62,63,1,young
Kenny Nagera,19,63,80,17,young
Daan Reiziger,20,59,70,11,young
Enric Llansana Beuse,20,63,72,9,young
David Rodríguez,19,57,71,14,young
Aaron Robinson,24,52,55,3,young
Xingxian Li,16,48,64,16,young
Halik Abraham,20,52,65,13,young
Kamron Habibullah,17,56,76,20,young
Kato Ichimori,18,51,65,14,young
Irakoze Donasiyano,23,51,57,6,young
Shayne Pattynama,22,62,69,7,young
Carlos Dominguez Cáceres,20,68,78,10,young
Cyrus Dehmie,19,55,69,14,young
Moonga Simba,21,61,72,11,young
Yassine Haouari,18,58,72,14,young
Drew Skundrich,25,58,61,3,young
Jakub Myszor,19,59,71,12,young
Matthieu Epolo,16,56,73,17,young
Jhondly van der Meer,19,61,74,13,young
Ben Old,18,61,74,13,young
Igor Vekič,23,62,68,6,young
Matt Young,18,54,68,14,young
Florian Jaritz,23,64,67,3,young
Philippe Rommens,23,65,71,6,young
Carles Soria Grau,24,69,74,5,young
Claudiu Bălan,27,65,66,1,young
Alpaslan Öztürk,27,69,70,1,young
Tommie Hoban,26,68,70,2,young
Koffi Djidji,28,71,72,1,young
Dino Arslanagic,28,71,72,1,young
Ole Kristian Selnæs,26,75,76,1,young
Cameron McGeehan,26,66,67,1,young
Jonny Maxted,27,61,63,2,young
Pablo Iñiguez de Heredia,27,68,70,2,young
Joris van Overeem,27,71,72,1,young
Anders Trondsen,26,68,69,1,young
Georgiy Zhukov,26,65,66,1,young
Sam Long,26,66,67,1,young
Dan Sweeney,27,62,64,2,young
Pol García Tena,26,69,72,3,young
Adam Dźwigała,25,65,70,5,young
Tom Lockyer,26,70,72,2,young
Felix Lohkemper,26,68,69,1,young
Samuel Piette,26,70,71,1,young
Cameron Norman,25,65,67,2,young
Lucas Cháves,25,72,75,3,young
Lawrence Vigouroux,27,63,64,1,young
Daniel De Silva,24,67,70,3,young
Jacob Une-Larsson,27,71,74,3,young
Hervin Ongenda,26,70,73,3,young
Rúben Alexandre Gomes Oliveira,26,64,65,1,young
Claudio Baeza,27,72,73,1,young
David Richards,27,61,64,3,young
Pierce Sweeney,26,63,65,2,young
Issa Kallon,25,67,68,1,young
Tim Payne,27,66,67,1,young
Carlos Vinícius Santos de Jesús,27,71,72,1,young
Elliot Lee,26,65,66,1,young
Floriano Vanzo,27,62,63,1,young
Wladimiro Falcone,26,66,69,3,young
Mattijs Branderhorst,27,70,71,1,young
Per Kristian Bråtveit,25,69,73,4,young
Juan José Calero,22,61,68,7,young
Joe Thomson,24,60,65,5,young
Jonathan Caicedo,25,63,66,3,young
Djibril Dianessy,25,63,66,3,young
Adam McDonnell,24,59,64,5,young
Callum Guy,24,64,69,5,young
John McCarthy,28,64,65,1,young
Ismail Azzaoui,23,67,72,5,young
Lukas Fröde,26,68,69,1,young
Lukas Gugganig,26,65,68,3,young
Georgie Kelly,24,62,67,5,young
Álvaro Angulo,24,67,74,7,young
Jonathan Aspropotamitis,25,64,67,3,young
Noah Loosli,24,66,71,5,young
Nicolas Lemaître,24,66,72,6,young
Rewan Amin,25,61,62,1,young
Mohamed Ofkir,24,63,66,3,young
Juan Manuel Pérez Ruiz,24,69,75,6,young
Mandela Egbo,23,62,66,4,young
Byeong Geun Hwang,27,60,62,2,young
Dominik Reimann,24,67,70,3,young
Diego Alende López,23,66,75,9,young
Marcus Mathisen,25,66,69,3,young
Giovanni Troupée,23,67,72,5,young
Manuel Guanini,25,67,70,3,young
Maximiliano Caufriez,24,68,74,6,young
Søren Reese,27,64,65,1,young
Louis Jones,22,60,68,8,young
Josh Dacres-Cogley,25,64,65,1,young
Aníbal Chalá,25,68,69,1,young
Genta Miura,26,70,73,3,young
Aliou Badji,23,67,73,6,young
Moussa Sylla,21,69,78,9,young
Abdullah Al Khaibari,24,67,73,6,young
Nya Kirby,21,60,70,10,young
Nathan Trott,22,64,74,10,young
Dan Happe,22,62,71,9,young
Juan Castillo,21,63,70,7,young
Sebastian Vasiliadis,23,71,75,4,young
Aboubakary Koita,22,68,75,7,young
Ron Schallenberg,22,71,76,5,young
Seny Dieng,26,72,75,3,young
Alfa Semedo Esteves,23,69,73,4,young
Flynn Downes,22,69,75,6,young
Denis Vavro,25,72,77,5,young
Ayo Akinola,21,66,75,9,young
Jacob Italiano,19,61,72,11,young
Rob Atkinson,22,69,75,6,young
Edo Kayembe,23,70,78,8,young
Jeronimo Cacciabue,23,70,77,7,young
Hayden Carter,21,66,76,10,young
Robin Kehr,21,63,75,12,young
Callum Morton,21,64,74,10,young
Yanis Begraoui,19,62,76,14,young
Scott High,20,65,76,11,young
Alejandro Catena Marugán,26,75,78,3,young
Arbenit Xhemajli,23,61,68,7,young
Achraf El Bouchataoui,21,65,75,10,young
Kemal Ademi,25,67,70,3,young
Jacob Christensen,20,68,78,10,young
Lennart Czyborra,22,69,76,7,young
Joseph Hungbo,21,64,75,11,young
José Paradela,22,70,76,6,young
Ángelo Preciado,23,69,75,6,young
Henry Vaca,23,71,77,6,young
Vítor Tormena de Farias,25,75,78,3,young
Roberto López Alcaide,21,70,80,10,young
Tomáš Wiesner,23,73,77,4,young
Deian Sorescu,23,70,75,5,young
Bernardo Costa da Rosa,20,55,67,12,young
Kyle John,20,64,76,12,young
Andrei Chindriș,22,68,76,8,young
Ilia Gruev,21,66,74,8,young
Anis Mehmeti,20,66,76,10,young
Filip Bilbija,21,67,77,10,young
Ibrahima Ndiaye,22,69,78,9,young
Iker Losada Aragunde,19,66,78,12,young
Astrit Selmani,24,68,73,5,young
Reece Staunton,19,59,71,12,young
Chris Mochrie,18,56,75,19,young
Kaan Kurt,19,62,71,9,young
Kai Lukas Stratznig,19,64,76,12,young
Francisco González Verjara,22,64,75,11,young
Niklo Dailly,19,56,70,14,young
Lefteris Lyratzis,21,68,76,8,young
Aleks Ławniczak,22,64,74,10,young
Peter Pokorný,19,65,78,13,young
Enzo Cornelisse,19,63,77,14,young
Casper Terho,18,61,73,12,young
Amadou Diallo,18,56,71,15,young
Ayman Azhil,20,64,74,10,young
Osman Bukari,22,69,73,4,young
Kevin Spinelli,18,50,64,14,young
Joseph Boyamba,24,67,70,3,young
Charlie Barker,18,58,67,9,young
Juan Manuel Gutiérrez,19,63,78,15,young
Samed Onur,18,60,71,11,young
Jusuf Gazibegović,21,67,72,5,young
Ayodeji Sotona,18,61,73,12,young
Mateo Bajamich,21,61,72,11,young
Ben McCormack,18,58,73,15,young
Samir Lagsir,18,62,79,17,young
Sergio Barcia Larenxeira,20,63,77,14,young
Pietro Boer,19,56,72,16,young
Tom Lacoux,19,68,78,10,young
Juan Antonio Iglesias Sánchez,22,70,78,8,young
Elkan Baggott,18,56,68,12,young
Johnny Kenny,18,56,77,21,young
Ayrton Costa,21,66,73,7,young
David Affengruber,20,66,76,10,young
Tommy Conway,18,59,75,16,young
Aaron McNally,20,52,55,3,young
Magnus Riisnæs,16,54,77,23,young
Veljko Birmančević,23,71,77,6,young
Edgar Olivares,18,61,78,17,young
Arouna Sangante,19,64,75,11,young
Agustín Rodríguez,17,61,78,17,young
Ángel Rodado Jareño,24,65,70,5,young
Cas Odenthal,20,67,76,9,young
Rubén Sánchez Sáez,20,66,78,12,young
Daniel Garrido Peña,21,63,73,10,young
André Barbosa da Silva,20,58,68,10,young
Mahir Emreli,24,68,72,4,young
Carson Buschman-Dormond,18,59,74,15,young
Muharem Huskovic,18,61,77,16,young
Lawrence Ati Zigi,24,70,76,6,young
Assane Dioussé,23,70,75,5,young
Zachary Elbouzedi,23,65,71,6,young
Christian Bassogog,25,74,75,1,young
Jérémy Gélin,24,69,75,6,young
Miloš Pantović,24,69,72,3,young
Javier Ontiveros Parra,23,74,80,6,young
Tsukasa Morishima,24,70,74,4,young
Sherel Floranus,22,68,75,7,young
Jakob Glesnes,27,70,72,2,young
Tyreeq Bakinson,22,66,73,7,young
Anderson Lucoqui,23,71,75,4,young
Jens Odgaard,22,68,76,8,young
Kristian Pedersen,26,71,72,1,young
Amara Condé,24,68,72,4,young
Pedro Miguel Braga Rebocho,26,73,74,1,young
Sergio Díaz,23,70,75,5,young
Rasmus Nicolaisen,24,67,72,5,young
Patrick Kammerbauer,24,64,68,4,young
Kevin Bonifazi,25,73,76,3,young
Matúš Bero,25,71,73,2,young
Warren O'Hora,22,66,74,8,young
Daniel Batty,23,65,69,4,young
Pol Valentín Sancho,24,65,69,4,young
Lennart Grill,22,67,73,6,young
Gaëtan Weissbeck,24,71,76,5,young
Clarke Oduor,22,63,73,10,young
Bryan Lasme,22,69,77,8,young
Lars Ritzka,23,66,73,7,young
Brandon Fleming,21,65,71,6,young
Jon Guridi Aldalur,26,73,74,1,young
Jovan Marković,20,66,76,10,young
Mark-Anthony Kaye,26,71,72,1,young
Alexander Fuchs,24,65,70,5,young
Jesús Areso Blanco,21,67,77,10,young
Salvador Reyes,23,68,73,5,young
Berkan Taz,22,65,73,8,young
Lewis Gibson,20,63,73,10,young
Sofian Kiyine,23,68,74,6,young
Rhys Norrington-Davies,22,68,76,8,young
Luca Ranieri,22,65,74,9,young
Ali Koiki,21,64,69,5,young
Mustafa Kapı,18,59,76,17,young
Deji Beyreuther,21,61,70,9,young
Michael Estrada,25,68,71,3,young
Abdoulaye Dabo,20,62,76,14,young
Daniel Raba Antolin,25,73,74,1,young
Jón Dagur Þorsteinsson,22,68,75,7,young
Jack Tucker,21,66,73,7,young
Daniel Butterworth,21,63,70,7,young
Stephen Odey,23,67,73,6,young
Rodrigo Abascal,27,69,71,2,young
Matías de los Santos,22,63,70,7,young
Hugo Magallanes,23,65,72,7,young
Joaquín Trasante,22,65,73,8,young
Jonathan Toledo,25,60,63,3,young
Adonnis Pabón,25,67,70,3,young
Anthony Landázuri,24,65,72,7,young
Gustavo Cortéz,23,66,71,5,young
Cesar Ibañez,21,67,77,10,young
Fahad Al Hamad,23,57,63,6,young
André David de Oliveira Ribeiro,23,59,65,6,young
Harry Van der Saag,21,56,67,11,young
Avilash Paul,26,50,53,3,young
Ayman Yahya,20,59,74,15,young
Luke Duzel,19,54,68,14,young
Davinder Singh,25,49,51,2,young
Bidyananda Singh,23,51,57,6,young
Deepak Tangri,22,56,66,10,young
Liston Colaco,22,57,66,9,young
Aniket Jadhav,20,55,68,13,young
Sourav Das,25,54,60,6,young
Yang Li,23,54,63,9,young
Mauricio Matzuda,21,65,69,4,young
Moisés Velásquez,22,62,72,10,young
Francisco Duclós,25,63,66,3,young
Richet Gómez,20,62,71,9,young
Renato Solís,23,66,73,7,young
Emile Franco,20,64,72,8,young
Gaurav Bora,22,54,63,9,young
Mihai Popa,20,64,76,12,young
Ninthoi Meetei,19,53,67,14,young
Francisco Manenti,24,64,69,5,young
Pezila Bahtiyar,22,51,60,9,young
Walter Araujo,25,66,69,3,young
Cristopher Varela,21,66,76,10,young
Emanuel Gularte,23,68,75,7,young
Robinson Flores,23,63,70,7,young
Kacper Trelowski,17,57,73,16,young
Filip Kaša,27,72,73,1,young
Isaac Boehmer,19,53,67,14,young
Pedro Miguel Dinis Ferreira,23,69,74,5,young
Amir Arli,18,61,71,10,young
Luca Florică,18,57,68,11,young
Leo Román Riquelme,21,65,79,14,young
Ryan Ponti,23,58,66,8,young
Diego José Conde Alcolado,22,65,75,10,young
Joseph Ganda,24,63,66,3,young
Juan Manuel Bravo Alcántara,23,64,71,7,young
Daniel Williams,20,57,71,14,young
Liam Isherwood,18,54,68,14,young
Gonçalo Baptista Franco,20,64,72,8,young
Nuno Miguel Reis Lima,20,64,76,12,young
Rubén Pulido Peñas,20,63,66,3,young
Dario Vizinger,23,68,73,5,young
David Fisher,19,54,66,12,young
André Filipe Da Silva Mendes,18,52,64,12,young
Malcom Braida,24,67,73,6,young
Giuseppe Caso,21,63,69,6,young
Paul Komposch,20,57,69,12,young
Tim Siersleben,21,65,73,8,young
Cristian Olivera,19,63,76,13,young
Luca Kronberger,19,63,74,11,young
Vincent Schippers,20,58,68,10,young
Lynford Sackey,18,55,70,15,young
Stefan Drljača,22,63,70,7,young
Ole Didrik Blomberg,21,59,69,10,young
Francisco José Coelho Teixeira,23,63,70,7,young
Claudio Mendes Vicente,20,63,76,13,young
Yvan Alounga,19,59,74,15,young
Pedro Henrique Casagrande Oliveira,22,65,71,6,young
Mamadou Fofana,20,58,66,8,young
Samuel Alabi,21,60,71,11,young
Bryan García,20,60,71,11,young
Salifou Diarrassouba,19,57,68,11,young
Abdel Medioub,23,68,74,6,young
George Lewis,21,59,71,12,young
Trazié Thomas,22,59,67,8,young
Kristoffer Paulsen,17,50,72,22,young
Bradley M'Bondo,19,61,70,9,young
Lewis Bell,18,51,61,10,young
Zak Brunt,19,58,73,15,young
José Manuel Cabrera López,20,62,74,12,young
Milan Obradović,21,60,66,6,young
Rodrigo Vilca,22,64,73,9,young
Sambou Sissoko,21,61,72,11,young
Matías Córdoba,22,60,68,8,young
Endri Çekiçi,24,64,69,5,young
Sebastián Saucedo,24,68,71,3,young
Max Christiansen,24,70,74,4,young
Nicolai Rapp,24,69,75,6,young
Calvin Verdonk,24,67,72,5,young
Nicolás Tripichio,25,70,73,3,young
Ryan Wintle,24,69,75,6,young
Joe Powell,22,64,71,7,young
Dominic Bernard,24,61,64,3,young
Mads Juel Andersen,23,71,77,6,young
Jhon Murillo,25,73,74,1,young
Callum Slattery,22,65,72,7,young
David Mayoral Lastras,24,68,71,3,young
Georgiy Dzhikiya,27,77,78,1,young
Dominik Schad,24,66,70,4,young
Jordan Thompson,24,67,72,5,young
Osman Kakay,23,67,72,5,young
Romain Del Castillo,25,73,74,1,young
Quentin Boisgard,24,70,73,3,young
Antonio Alfaro,28,64,66,2,young
Ronald Matarrita,26,71,72,1,young
Diallang Jaiyesimi,23,66,73,7,young
Damian Batallini,25,74,77,3,young
Naomichi Ueda,26,67,69,2,young
Koki Machida,23,69,74,5,young
Amir Hadžiahmetović,24,73,77,4,young
Felipe dos Reis Vizeu do Carmo,24,69,73,4,young
Idrissa Touré,22,63,72,9,young
Hugo Cuypers,24,71,75,4,young
Jonathan Okita,24,68,71,3,young
Dereck Kutesa,23,67,73,6,young
Jack Aitchison,21,62,73,11,young
Siebe Van der Heyden,23,70,76,6,young
Ché Nunnely,22,67,72,5,young
Corey O'Keeffe,23,64,70,6,young
Aapo Halme,23,65,74,9,young
Mésaque Geremias Djú,22,56,64,8,young
Joseph Attamah,27,69,72,3,young
Lassana Coulibaly,25,72,77,5,young
João António Antunes Carvalho,24,69,73,4,young
Tomás Pochettino,25,74,75,1,young
Chidozie Awaziem,24,72,79,7,young
Koji Miyoshi,24,71,74,3,young
Eray Cömert,23,70,79,9,young
Leonardo Duarte da Silva,24,71,76,5,young
David Kasumu,21,64,73,9,young
Lukas Mühl,24,69,75,6,young
Markus Schubert,23,67,74,7,young
Andi Zeqiri,22,68,76,8,young
Joaquín Esquivel,23,72,77,5,young
Jordan Storey,23,69,75,6,young
Aleix Febas Pérez,25,71,74,3,young
Dylan Bronn,26,74,77,3,young
Ado Onaiwu,25,70,73,3,young
Santiago Bueno,22,68,78,10,young
Steve Ambri,23,65,71,6,young
Rodrigo Nascimento França,25,74,77,3,young
Maximilian Ullmann,25,72,76,4,young
Aaron Boupendza,23,76,79,3,young
Tom Holmes,21,67,74,7,young
Bilal Hussein,21,69,76,7,young
Stephan Ambrosius,22,69,76,7,young
Simon Asta,20,65,75,10,young
Muhammed Kiprit,21,64,75,11,young
Luca Pfeiffer,24,70,73,3,young
Harry Clarke,20,63,75,12,young
Hendrik Weydandt,25,67,69,2,young
Roberto González Bayón,20,69,81,12,young
Benrandy Abdallah,22,60,66,6,young
Liam McCarron,20,60,74,14,young
Kion Etete,19,61,76,15,young
Dilan Markanday,19,62,78,16,young
Nahuel Ferraresi,22,71,79,8,young
Álvaro Fidalgo Fernández,24,73,78,5,young
Saud Abdulhamid,21,69,77,8,young
Boubakar Kouyaté,24,73,78,5,young
Josh Benson,21,64,73,9,young
Louis Munteanu,19,61,77,16,young
Valentine Ozornwafor,22,65,74,9,young
Fabian Kunze,23,71,76,5,young
Tiago Filipe Oliveira Dantas,20,66,80,14,young
Nuno Miguel Valente Santos,22,72,80,8,young
Thomas Sabitzer,20,64,72,8,young
Enzo Millot,18,67,79,12,young
Marius Marin,22,66,71,5,young
Aleksa Terzić,21,65,75,10,young
Gabriele Zappa,21,65,73,8,young
Amadou Dante,20,68,77,9,young
Sheriff Sinyan,24,68,73,5,young
Cristian Calderón,24,69,73,4,young
Rarmani Edmonds-Green,22,67,74,7,young
Felipe Araruna Hoffmann,25,65,67,2,young
Jahmal Hector-Ingram,22,58,65,7,young
Jordy Bruijn,24,68,73,5,young
John Kitolano,21,65,72,7,young
Young Wook Cho,22,66,75,9,young
Jaílson Marques Siqueira,25,69,72,3,young
Frederic Ananou,23,66,69,3,young
Arkadiusz Reca,26,70,71,1,young
Juan Soriano Oropesa,23,71,78,7,young
Ivan Oblyakov,22,75,80,5,young
Calum MacDonald,23,64,68,4,young
Deroy Duarte,21,67,73,6,young
Ross Sykes,22,67,73,6,young
Yehvann Diouf,21,68,76,8,young
Owen Dale,22,66,72,6,young
Abdoulaye Sissako,23,69,75,6,young
Riccardo Marchizza,23,69,76,7,young
Valentin Cojocaru,25,66,70,4,young
Cédric Zesiger,23,69,78,9,young
Ryan Loft,23,62,63,1,young
Pedro David Rosendo Marques,23,68,75,7,young
Iván Angulo,22,68,74,6,young
Kenny Rocha Santos,21,69,78,9,young
Keanu Baccus,23,68,71,3,young
Cherif Ndiaye,25,69,72,3,young
Cristhian Paredes,23,68,77,9,young
Ashley Maynard-Brewer,22,63,73,10,young
Yuri Oliveira Ribeiro,24,69,72,3,young
Tony Figueroa,22,66,74,8,young
Jerónimo Pourtau,21,65,76,11,young
Edgar Zaldívar,24,69,76,7,young
Edward McGinty,21,64,72,8,young
Kevin Lankford,22,63,70,7,young
Roberto Olabe Del Arco,25,67,70,3,young
Ulrik Fredriksen,22,63,73,10,young
Tibor Halilović,26,70,71,1,young
Justin Bakker,23,64,71,7,young
Adrian Grbic,24,70,74,4,young
Godfried Roemeratoe,21,66,74,8,young
Wilfried Kanga,23,66,73,7,young
Mo Eisa,26,66,67,1,young
Jonathan Scherzer,25,66,69,3,young
Hirokazu Ishihara,22,65,71,6,young
Francisco Álvarez,21,65,75,10,young
Ionuț Nedelcearu,25,69,72,3,young
Odin Luraas Bjørtuft,22,66,75,9,young
Axel Björnström,25,67,70,3,young
Haroune Camara,23,59,66,7,young
Karl O'Sullivan,21,56,66,10,young
JT Marcinkowski,24,66,70,4,young
Jacob Akanyirige,19,54,73,19,young
Grant Lillard,25,62,64,2,young
Eric Dick,26,58,61,3,young
Alex Hunt,21,58,69,11,young
Yuya Oki,21,67,74,7,young
Koki Anzai,26,69,71,2,young
Connor Shields,23,61,67,6,young
Aleksandar Šušnjar,25,66,69,3,young
Sander Moen Foss,22,62,70,8,young
Lindrit Kamberi,21,57,70,13,young
Congyao Yin,24,52,57,5,young
Shuai Li,26,67,70,3,young
Paul Marie,26,62,63,1,young
Mukhair Al Rashidi,22,60,69,9,young
José Manuel Hernando Riol,22,65,74,9,young
Ben Paton,21,57,67,10,young
Francisco Apaolaza,24,70,75,5,young
Julian Dunn,20,56,68,12,young
Daiju Sasaki,21,62,69,7,young
James Clarke,21,58,66,8,young
Philipp Sander,23,66,71,5,young
Mahamadou Dembélé,22,61,72,11,young
Óscar Valentín Martín Luengo,26,71,74,3,young
Shane Griffin,21,56,63,7,young
Francisco Barbosa Vieites,22,65,73,8,young
Tom McGill,21,54,66,12,young
Lars Mogstad Ranger,22,63,71,8,young
Adam Hellborg,22,63,66,3,young
Warren Tchimbembé,23,67,74,7,young
Cameron Thompson,21,56,67,11,young
Tate Russell,21,63,70,7,young
Agon Mucolli,22,63,72,9,young
Emanuel Iñíguez,24,68,72,4,young
Micah Obiero,20,58,72,14,young
Connor Krempicki,26,65,66,1,young
Johannes Dörfler,24,65,67,2,young
Urho Nissilä,25,63,66,3,young
Anthony Lesiotis,21,57,64,7,young
Dante Polvara,21,52,62,10,young
Ben Lundgaard,25,61,66,5,young
Solomon Brynn,20,53,67,14,young
Roy Syla,21,48,58,10,young
Hao Luo,26,59,62,3,young
Brandon Petersen,27,70,73,3,young
Tom Billson,20,59,69,10,young
Simon Power,23,62,65,3,young
Weijun Xie,23,57,61,4,young
Danny Grant,21,63,72,9,young
Jack Vale,20,60,73,13,young
Lukas Malicsek,22,65,71,6,young
Yuta Goke,22,64,71,7,young
Alfie Jones,20,50,57,7,young
Yuki Kobayashi,20,64,72,8,young
Lorenzo González,20,60,68,8,young
Oleksandr Pikhalyonok,24,65,70,5,young
Oliver Younger,21,59,66,7,young
Pablo Martínez Andrés,23,67,73,6,young
Anders Bærtelsen,21,58,70,12,young
Daiki Miya,25,63,66,3,young
Lukas Jensen,22,56,66,10,young
Daniel Rebollo Franco,21,64,76,12,young
Hyun Seok Doo,25,62,63,1,young
Brian White,25,68,70,2,young
Jared Stroud,24,61,64,3,young
Matías Borgogno,22,64,71,7,young
Franco Godoy,21,61,72,11,young
Jakub Bursztyn,23,62,66,4,young
Cammy Logan,19,53,71,18,young
Mohammad Dabre,18,57,70,13,young
Kelvin Patrick Joia Rodrigues,20,58,67,9,young
Harrison Soloman,18,53,70,17,young
Gustavo Peralta,20,57,66,9,young
Aron van Lare,18,61,78,17,young
Walter Bwalya,26,65,68,3,young
Emilio Martínez,18,57,75,18,young
Sebastián González,18,63,76,13,young
Eric Ndizeye,21,60,67,7,young
Grayson Barber,21,57,69,12,young
Tomás Romero,20,61,72,11,young
Charbel Gomez,20,59,68,9,young
Kgaogelo Chauke,18,58,75,17,young
Ryan Finnigan,17,55,73,18,young
Josué Casimir,19,59,71,12,young
Kevin Rolón,20,65,74,9,young
Jakub Kisiel,18,56,75,19,young
Lukas Rhöse,20,54,62,8,young
Rubén Darío Ríos,25,64,65,1,young
Ismaël Kanda,20,60,67,7,young
Tiago Palacios,20,67,80,13,young
Sebastián Vargas,19,61,71,10,young
Idar Lysgård,26,59,63,4,young
Herman Johansson,23,56,62,6,young
Jae Woo Kang,21,52,65,13,young
Noah Söderberg,19,57,69,12,young
Benji Kikanović,21,59,68,9,young
Ho Jae Lee,20,53,59,6,young
Do Yun Choi,20,55,66,11,young
Filip Koperski,17,52,72,20,young
Sang Jun Cho,21,52,59,7,young
Javain Brown,22,64,69,5,young
Martín Garay,22,61,70,9,young
Martijn Beernaert,18,55,69,14,young
Faruk Can Genç,21,61,70,9,young
Ignacio Miramón,18,63,76,13,young
Bessam Al Hurayji,21,52,61,9,young
David Justin Taylor,23,59,64,5,young
Robert Castellanos,23,58,67,9,young
Freddy Kleemann,22,57,63,6,young
Máté Katona,24,63,70,7,young
Felipe Chamorro,19,59,69,10,young
Karol Podliński,23,62,68,6,young
Miguel Celis,25,63,65,2,young
Luis Mateo Ortíz,21,60,70,10,young
Yuta Miyamoto,21,57,66,9,young
Alessandro Di Pardo,20,64,71,7,young
Matthew Bozinovski,20,53,62,9,young
James Clarke,20,56,62,6,young
Dylan Grimes,23,57,59,2,young
Louis Patris,20,57,70,13,young
Kieran Coates,19,56,72,16,young
Nicolás Laméndola,22,61,69,8,young
Luca Andronache,17,54,73,19,young
Damian Tsekenis,20,52,64,12,young
Kristián Vallo,23,64,67,3,young
Nabin Rabha,24,48,52,4,young
Mario Suver,21,62,69,7,young
Marcel Johnen,18,59,73,14,young
Dorin Rotariu,25,69,72,3,young
Franco Cristaldo,24,73,76,3,young
Emanuel Cecchini,24,71,78,7,young
John-Patrick Strauß,25,68,69,1,young
Kylian Hazard,25,68,69,1,young
Max Clark,25,64,66,2,young
Nicolás Stefanelli,26,71,72,1,young
Taylan Antalyalı,26,73,74,1,young
James Akintunde,25,59,62,3,young
Jorge Sáenz de Miera,24,69,75,6,young
Nicolas Haas,25,70,73,3,young
Gyrano Kerk,25,74,75,1,young
José Luis Zalazar Martinez,23,66,72,6,young
Kristopher da Graca,23,66,71,5,young
Babajide David Akintola,25,70,71,1,young
Mohamed Fares,25,72,73,1,young
Daniel Harvie,22,64,69,5,young
Oliver Finney,23,62,69,7,young
Charlie Kirk,23,66,69,3,young
Kerim Mrabti,27,72,73,1,young
Roli Pereira de Sa,24,65,67,2,young
Marvin Mehlem,23,70,74,4,young
Julien Laporte,27,73,74,1,young
Harry Chapman,23,64,71,7,young
Sergi Palencia Hurtado,25,70,73,3,young
Jamie Sterry,25,63,66,3,young
Dimitry Bertaud,23,73,78,5,young
Sai van Wermeskerken,27,67,68,1,young
Marcin Listkowski,23,65,72,7,young
Zinédine Machach,25,67,71,4,young
Sam Lavelle,24,64,68,4,young
Dion Cools,25,69,71,2,young
Nathan De Medina,23,66,72,6,young
Robbie Cundy,24,64,71,7,young
Tim Skarke,24,69,72,3,young
Svante Ingelsson,23,67,74,7,young
Frank Ronstadt,23,67,70,3,young
İsmail Çipe,26,60,62,2,young
Ignacio Gil,25,68,69,1,young
Hernán Toledo,25,72,73,1,young
Jason Lokilo,22,65,71,6,young
Marcus McGuane,22,62,71,9,young
Emil Riis,23,70,75,5,young
Maxence Prévot,24,69,75,6,young
Mathias Honsak,24,70,73,3,young
Gaddi Aguirre,25,68,73,5,young
Marek Rodák,24,75,80,5,young
Paul Bernardoni,24,76,81,5,young
Benjamin Mendy,26,79,80,1,young
Rui Tiago Dantas da Silva,27,81,84,3,young
Matt Miazga,25,72,75,3,young
Lynden Gooch,25,65,66,1,young
Junior Sambia,24,73,78,5,young
Adama Traoré,26,72,75,3,young
William de Asevedo Furtado,26,73,74,1,young
Adam Ounas,24,73,76,3,young
Joaquín Fernández Moreno,25,74,81,7,young
Arijanet Murić,22,70,80,10,young
Amath Ndiaye,24,74,77,3,young
Johannes Eggestein,23,70,76,6,young
Berkay Özcan,23,71,78,7,young
